ProductId,Image Url,Video Url,Product Desc,Origin Price,Discount Price,Discount,Currency,Direct linking commission rate (%),Estimated direct linking commission,Indirect linking commission rate (%),Estimated indirect linking commission,Sales180Day,Positive Feedback,Promotion Url,Code Name,Code Start Time,Code End Time,Code Value,Code Quantity,Code Minimum Spend
1005006191471045,https://ae-pic-a1.aliexpress-media.com/kf/Sde5640813b6b4750ae6e144770264d9aU.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2678451188/p/1/e/6/t/10301/1100183555541.mp4,Like Paper Film Screen Protector For iPad Air 11 M3 A16 Pro 12.9 13 M4 M5 Air 3 4 5 10th 9th 8th Generation Mini 6 7 Accessories,USD 5.26,USD 5.20,1%,USD,7.0,USD 0.36,7.0,USD 0.36,7255,90.6%,https://s.click.aliexpress.com/e/_c42L3eWN,,,,,,
1005008992622413,https://ae-pic-a1.aliexpress-media.com/kf/Sc926f4af8ce642d387366ac3c0af4a7dT.jpg,,M.2 NGFF/NVME to USB3.0 Mobile Hard Disk Case SATA SSD Type-C 5Gbps Enclosure Adapter,USD 11.80,USD 5.78,51%,USD,3.0,USD 0.17,3.0,USD 0.17,2426,93.1%,https://s.click.aliexpress.com/e/_c3vK7TYN,,,,,,
1005009560204120,https://ae-pic-a1.aliexpress-media.com/kf/Sae310e572edd4a28b8731c0a5139ff1b2.png,,WiFi 6 Network Card PCIe X1 Dual-Band Wireless 2.4G/5GHz 5.4 Wi-Fi6 Bluetooth High Speed Antennas for Windows 10/11 Desktop PC,USD 8.98,USD 8.98,0%,USD,7.0,USD 0.63,7.0,USD 0.63,1838,88.0%,https://s.click.aliexpress.com/e/_c4rqUhgz,,,,,,
1005005960728133,https://ae-pic-a1.aliexpress-media.com/kf/S2c175eeb422b4bde96d60ef2b0136483i.jpg,,Honeywell PTM7950 Thermal Pad Phase-Change Material CPU GPU Notebook Computer Watercooler Heatsink Radiator Partner 8.5W/M-k,USD 8.62,USD 3.18,63%,USD,7.0,USD 0.22,7.0,USD 0.22,2806,92.1%,https://s.click.aliexpress.com/e/_c3qh59Ev,,,,,,
1005005418130616,https://ae-pic-a1.aliexpress-media.com/kf/S8e3d7a572bf842d893587cb2df16c029Z.jpg,,DC to Type C PD Power Jack Connector Universal Laptop Charger to 65W USB C PD Adapter Converter for Macbook POCO Samsung Xiaomi,USD 11.37,USD 3.38,70%,USD,7.0,USD 0.24,7.0,USD 0.24,172,93.8%,https://s.click.aliexpress.com/e/_c4m4G0HF,,,,,,
1005007167545855,https://ae-pic-a1.aliexpress-media.com/kf/S90e095a89ce94247878b540d861a52d3n.jpg,,4 in 1 USB C Hub Multiport Adapter Docking Station Type C to 4K HDTV VGA 100W PD Fast Charge Splitter for MacBook Pro/Air Laptop,USD 13.49,USD 4.72,65%,USD,3.0,USD 0.14,3.0,USD 0.14,894,91.9%,https://s.click.aliexpress.com/e/_c3koRMwz,,,,,,
1005009003855916,https://ae-pic-a1.aliexpress-media.com/kf/S6f2471b9acf344cc9b1bfbfe5f35ded6c.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/243645112/p/1/e/6/t/10301/4000278304048.mp4,4K USB 3.0 HDMI Video Capture Card 1080P Game Grabber for PS4/PC/DVD/Camera USB 2.0 Live Streaming Recorder Placa De Video,USD 5.26,USD 5.26,0%,USD,8.0,USD 0.42,3.0,USD 0.16,11,90.0%,https://s.click.aliexpress.com/e/_c4bmUnpB,,,,,,
1005006954742222,https://ae-pic-a1.aliexpress-media.com/kf/S91a9a08394954a84851962134dc2e66dK.jpg,,Bluetooth Adapter for Pc Usb Bluetooth 5.4 5.3 Dongle Receiver for Speaker Mouse Keyboard Music Audio Transmitter,USD 6.94,USD 2.43,65%,USD,7.0,USD 0.17,7.0,USD 0.17,1866,91.1%,https://s.click.aliexpress.com/e/_c3z731oV,,,,,,
1005005996242210,https://ae-pic-a1.aliexpress-media.com/kf/S9a45cf2b61814b9c8024dab2774025c1r.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2675448263/p/1/e/6/t/10301/1100178565559.mp4,1 to 5 Way PWM Fan Hub PC CPU Cooling 4 PIN/3PIN Fan Power Cable Hub Splitter Adapter Desktop Computer Cooler Case Fans,USD 2.37,USD 2.37,0%,USD,8.0,USD 0.19,3.0,USD 0.07,1178,94.7%,https://s.click.aliexpress.com/e/_c2umpc69,,,,,,
1005008045766868,https://ae-pic-a1.aliexpress-media.com/kf/S49e3680dff7642328a222f3b9974848aq.jpg,,"8 Inch 1024*768 Screen Display LCD Monitor Driver Control Board Mini HDMI-Compatible For Lattepanda,Raspberry Pi Banana Pi PC",USD 34.70,USD 34.70,0%,USD,7.0,USD 2.43,7.0,USD 2.43,86,88.0%,https://s.click.aliexpress.com/e/_c4F7AtfL,,,,,,
1005007004107000,https://ae-pic-a1.aliexpress-media.com/kf/Sdd174268cd47483e8d76c10554f97acd0.jpg,,4K Mini DP to HDMI Adapter Mini Displayport To HDMI Cable 1080P Mini DP Male to HDMI-compatible Female For Apple MacBook Air Pro,USD 1.97,USD 1.97,0%,USD,3.0,USD 0.06,3.0,USD 0.06,838,92.3%,https://s.click.aliexpress.com/e/_c33UrgId,,,,,,
